0,1
استجابت,istejabat
6 دسمبر,december
چابہار,chaabahaar
دائرۃ المعارف الاسلامیہ,daairatul muariful islamia
107,107
العلق,al alq
سایانائیڈ,sayanyde
کیمے,kaime
بھٹناگر,bhatnagar
ماسک,mask
1890,1890
1892,1892
صاحب ؒ,sahab
مشائخ( یعنی,mashaayekh (yaani
رائے پوری ؒ,raipuri
زکریاصاحبؒ)کے,zakariya sahab) ke
کوامیر,ko ameer
بیدیوت,bidyut
پربھا,prabha
1952ء,1952
نوکھنڈا,naukhanda
1995ء,1995
دارالکتب العلمیہ,daarulkutubul ilmia
دریائے سندھ,darya-e-sindh
دریائے گلگت,darya-e-gilgit
دریائے ہنزہ,darya-e-hanza
راکاپوشی,raakaposhi
ششی لیکھا,shashilekha
1761ء,1761
روہیل کھنڈ,rubailkhand
پانی پت,paanipat
عبرتناک,ibratnaak
دے کر,dekar
پیشقدمی,pesh qadmi
1967ء,1967
سیارچوں,saiyarchon
کائپیر,kaipeer
اِستحالہ,istehala
لازلو,laazlo
تنواراں,tanuwaraan
مدلولات,madulaat
25) غُنّہ,gunna
بانسے,baanse
ویربھوم,veer bhoom
ودیاساگر,vidya sagar
امکاتب,imkaatib
ناکہ بندی,nakabandi
ذرایعٔ,zaraye
کھارادر,khaardar
356ھ,356h
اکزب الناس,akzabul naas
روٹلیج,rautlej
H5N1 وائرس,virus
حملہ آور,hamlawar
1174ء,1174
عرصۂ دراز,arsa-e-daraaz
اچھا دھاری,ichhadhari
غلطہ,ghalta
جذب القلوب,jazbul qaloob
دیار المحبوب,dyarul majoob
شبیلی,shabeeli
الیشع,al-yasha
211ھ,211h
19202,19202
الطہارۃ,al taharath
اہل الکتابین,ahlul kitaabeen
خزانۃ العلم,khazanatul ilm
میدان کربلا,maidan-e-karbala
سنگھ سنگھ,singh
طبا,taba
کیا ہے,kiya
نوبختی,naubakhti
ماکولات,makoolaat
28 مارچ,march
1910ء,1910
سومرسیٹ,somerset
اوریاہ,auryaah
ناظمیہ,naazmia
لکھنؤمیں,lucknow mein
کوتاہیوں,kotahiyon
رشتۂ اخوت,rishta-e-akhoowat
اوتھیلو,othello
سپاہانہ,sipahana
فراسٹ,fraast
کاپہلا,ka pehla
1891ء,1891
1893ء,1893
اورانکو,aur inko
اورلونڈیاں,aur laundiyan
60فیصد,60 feesad
آ گئی,aagayi
طرزِبودوباش,tarz bood wa baash
٧,7
اورگورننگ,aur governing
835ء,835
تکونے,tikone
سزائے موت,saza-e-maut
دوگرا,dogra
5 دسمبر,december
ہو کراحتجاج,hokar ehtejaaj
برسا,barsa
حوالہ جات,hawalajaat
ان کے,inke
درپن,darpan
177,177
بجرام,bajraam
1935 عیسوی,1935ad
گیا ہو گا,gaya
فرسٹیشن,frustation
پرتھوی راج,prithviraj
سرقسطہ,sarqista
عبادتخانہ,ebadat khana
5،6:3,"5,6:3"
لگے گا,lagega
متعلقه,mutalqa
1813 میں,mein
خُواہر,khuwaher
خواہر,khawaher
ہیں483ھ/ 1090ء,hain. 483h/1090ad
ابوالولید,abul waid
پیجیدگی,paijeedgi
سطوت,satoot
پائدار,paayidaar
عمدۃ الامراء,umdatul omra
روضہ کاظمین,rauza-e-kaazmeen
سرف,sarf
ڈوگری,dogri
شیرڈُگر,sher dagar
ہنس راج,hansraj
1968,1968
مختلط,mukhtalit
تحلیل، روایتاً,"tahleel,rawayatan"
گھسر,khusar
پھسر,phusar
معماروں,memaaron
کشیدند,kasheedand
لَشکر,lashkar
نبرد / الانان,naburd/al anaan
اجڑے,ujde
گلستاں,gulistan
غربت ،پسماندگی,"ghurbat, pasmaandagi"
کوئٹه,quetta
کهدیا,keh diya
نورنگ آباد,naurangabad
ڈیموس تھینز,demosthenes
کنفیوشس ازم,confucianism
بھگوڑیا,bhagodia
ّ مل,mil
کہ اس,ke
شفاخانوں,shafa khaanon
جھانکتا,jhaankta
"لاہور""فلاسفی","lahore ""philosophy"
ڈسپلنری,disciplinary
سڈیز,sidees
ٔ,e
ڈیسیپشن,desipishan
ٹرام,traam
پولٹری,poltry
خسارہ,khasara
سیاوخش‌گرد,siya wa khush gard
نهادند,nehadand
نام / جهانی,naam/jhaani
شارستان,shaaristan
شادکام,shaad kaam
اسلام ناب,islam
1811 کے,ke
1811,1811 mein
1842,1842
درجۂ حرارت,darja-e-hararat
نگارلکھتے,negaar likhte
وربه,warbah
ابن الانباری,ibnul adbaari
کتاب المصاحف,kitaabul masahif
بندرگاہ,bandargaah
حضوراکرم,huzoor akram
دوجہاں,do jahan
آے,aaye
بیٹےہیں,bete hain
بدمستی,badmasti
پی رہی ز گاری,perhezgaari
عبد الرحیم,abdul raheem
گیا تھا,gaya
1841ء,1841
ٹائلر,tylor
سیلیکٹ,slicate
بیانوے,bayanwe
ارل,arl
بیسادہ (اسکندریہ,sikandariya
ٹیسی ٹس,tacitus
جد و جہد,jaddojahad
کر دی,kardi
شاہجہان پور,shahjahahpur
فون ہی,phone
لیس،جدیداور,"lais, jadeed aur"
مختلف الاقسام,mukhtaliful aqsaam
2G،3Gوغیرہ)ساتھ,"2g, 3g waghaira) saath"
ڈکشنری,dictionary
1881,1881
آشیش,ashish
ہوڈا,hoda
سنگ مر مر,sangmarmar
گروں,garon
2369,2369
2371,2371
عمدة الفقه,umdatul fiqh
شعراءسے,shoraa se
بے وفا,bewafa
دوستو,dosto
مخترع,mukhtra
اندروماخس,indra wa maakhus
دوگا,doga
دیمکوں,deemakon
عکاظ,aqqaz
تھے تو,the
پلٹے,palte
بنائیں گے,banaeinge
رکن الدین,ruknuddin
سلمیٰ ممتاز,mumtaz
ڈانسر اپنی,dancer
ِزندگی,zindagi
کچھاؤ,khinchao
طاہرالقادری,tahirul qadri
گوموستاپور,gomustapur
چپائی,chapayi
نواب گنج,nawabganj
بنگلہ دیشی,bangladesh
101,101
دل دادہ,dildadah
چوکڑی,chaukadi
ملامال,maalamaal
عملیتی,amliyati
ہائیڈروکاربن,hydrocarbon
میک سوین,macsween
چلمسفورڈ,chelmsford
وحیدان,wahidaan
لئیرڈ,layard
بیرن,beran
1859ء,1859
کچھوؤں,kachhuon
جو چھ,jo
ریسلر,wrestler
جونزنے,jones ne
تدفن,tadfeen
ملٹی میڈیا,multimedia
موبی کویک,mobikwik
2جی,2g
1942ءکو,1942 ko
بے چین,be-chain
سیورے,swire
عنس,anas
مذحج)کے,mazhaj) ke
تھابطور,tha bataur
10ھ,10h
نصیر آباد,naseerabad
خدا وند,khudawand
خرو,khuru
صحت یاب,sehatyaab
نادرن,nothern
ایریاز,area's
دگلت,dughlat
5: الحاشیة الرضیة علی البھجة المرضیة,al hashiyatul raziy(allama
کتاب پر,kitaab
لوغایا,logaya
کھرج,khuraj
تن دہی,tandahi
کا نگریس,congress
1984,1984
پارلیمینٹ,parliament
پر دار,pardaar
شیفیلڈ,sheffield
56,56
ژونگوورین,dongorian
حسبِ آرزو,hasb-e-arzoo
1373,1373
1375,1375
وہ تفریعات,tafreeaat
ضئی,zai
بوچہ,bocha
حیتوں,heeton
پرمکمل,per mukammal
طورپر,taur per
ٹریمپ,tramp
لاانتہا,la inteha
کوعلانیہ,ko elaaniya
تویہ,to ye
نصربن,nasar bin
کوفراہم,ko faraham
کولے,ko le
کرکرمانی,kar kirmani
کومرو,ko maru
مروپرقبضہ,maru per qabza
مگرچند,magar chand
ماحوان,maahwaan
کوامداد,ko imdaad
مصروفِ جنگ,masroof-e-jung
مددنصر,madad nasar
عرض داشت,arzdaasht
جومسلم,jo muslim
نصروکرمانی,nasar wa kirmani
کردینا,kar dena
الجماعہ,al hajamah
بنواُمیہ,banu umaaiah
کوعباسیوں,ko eisaayion
بلقا,bilqa
کوحمیمہ,ko hameema
جاکرگرفتار,jaakar giraftaar
آچکا,aa chuka
وتبلیغ,wa tableegh
توخراسان,to khurasan
درجوق,dar jauq
قطریہ,qatariya
بہبودِ,behbood
معذورینِ,mazoorian
سماعتِ اطفال,samaat-e-itfaal
اپارٹمنٹس,apartments
اسائیلم,asylum
لیمبیتھ,lambettah
ہینول,haneul
لنڈن,london
بحرینوں,bahreenon
1889ء,1889
سٹریسر,sentresser
مقصدصرف,maqsad sirf
دھامن,dhaaman
بیلک,black
اورتہ,awratah
5)جنریٹر,5)generator
ٹرانسفارمر,transformer
الغردقہ,al ghardaqa
چادریں,chaadar mein
لپیٹی,lapeti
13 مارچ,march
1895,1895
سجان,sujaan
ہڈالی,hadali
شاہ پور,shahpur
پھالیہ,phaalia
دے گا,dega
سے پہلے,se
واوین,waawen
میک کریبنز,mccrains
لیزا,liza
فرائز,fryse
مٹاپے,motaape
سینی ٹوریم,sanatorium
پا بند,paband
شرع,shra
شعراءکے,shora ke
کامت,kamat
چینوا,chenva
اچیبے,achibe
ٹٹ بھج,tutbhuj
اوریانافلاشی,auryanafalashi
پینڈا,panda
لوئسے,looshe
پلویدا,palwida
پڑھدا,padhda
کمیشنڈ,commission'd
پاکستانسرکاری,pakistan sarkaari
سموسہ,samosa
ہندوؤوں,hinduon
انڈو نیپالی,indo-nepali
"10,000","10,000"
چھاتا,chhata
خدمات سر,khidmaat
اپنے عقیدے,aqeede
کار بند,kaarband
محمدصلی اللہ علیہ و,mohammad sallallahu
مراۃ العروس,mraatul uroos
عبید ہ,ubaidah
ناشروں,naashiron
میں میں,mein
واقعۂ,waaqiya
یزن,yazan
ِ رضواں,rizwan
زیتو ن,zaitun
اورطور,aur toor
کی۔(پ30،التین:1۔3,"ki (p 30, altteen; 1-3"
لے کر,lekar
اندازمیں,andaz mein
ڈیسی مل,decimal
دَسی,dasi
فرماہو۔(پ30،البلد:1۔2,"farma ho (p 30, al-balad: 1-2"
خیرکے,khair ke
کرلینے,kar lene
آسیب,aaseeb
سرِفہرست,sare fehrist
شادی کی,shaadi
عبد الاحد,abdul ahad
لنکائی,lankai
ربطگی,rabtagi
1905ء,1905
ہیضے,haize
کیخسرو,kikhusroo
1975,1975
1981,1981
1999,1999
اردو لغت,urdu
واقعۂ فیل,waaqiya-e-fail
الانبیاء,ambiya
85,85
56-57,56-57
جھنجھانہ,jhinjhana
کُپی,kuppi
کٹھالی,kathali
سکتاہے,sakta hai
عقلمندی,aqalmandi
تالی گنج,taaliganj
الفاروق,al farooq
بدھ ازم,budhism
تاؤ ازم,taoism
سیچوان,szechuan
چینگدو,chengdu
میں پیدا,mein
طریقۂ تحویر,tariqa-e-tehreer
طریقۂ کار,tariqa-e-kaar
تحویر,tehweer
وراثہ,waraasa
1130ء,1130
arthritis,arthritis
التہاب,al tahaab
شوزش,soozish
پاپائے اعظم,papa-e-azam
Pope,pope
1932 عیسوی,1932ad
1933 عیسوی,1933ad
یوتھس,yuth's
1942 عیسوی,1942ad
انڈیا سکھ,india
ایلوئن,alvin
ٹوفلر,toffler
جھٹکا,jhatka
124521,124521
اے ایف پی,afp
1832ء,1832
جمبے کر,jambekar
"5,37","5,37"
گونجی:”ہم,"goonji: ""hum"
گوڈل,godal
جلو جو,jlujo
چنرڈ,chinar
کر‘‘مدرسہ,"kar ""madrasa"
سجاوٹی,sajawati
1114ھ,1114h
قیومیت,qayyumiyat
صاحب زادے,sahabzaade
دراھمن,darahman
ڈھانک,dhaank
صدائے آفرین,sadaa-e-aafreen
مرحبا,marhaba
شرقا,sharqa
انف,alif
مخطی,makhti
کیومرث,cumurs
جاگیردار,jagirdaar
بندھوانے,bandhwane
ھو گا,hoga
آغاذ,aghaz
زیوس,zews
اُڑائے,udaye
ڈیلفی,delfi
مے ں,mein
جمہوریۂ,jamhooriya
3460,3460
3462,3462
عربی:عبد اللہ,arabic : abdulla
ہےحضور,hai huzoor
عطاء الحق,ataul haq
بیوروکریٹ,bureaucrat
پرمار,parmar
وی آئی پی,vip
پی آئي سی,pic
لانڈی,landi
فریڈ,fred
کارنو,karno
زمیندارہ,zameendarah
میدان بدر,maidan-e-badar
اکڑتا,akadta
جزدان,juzdaan
کاپانی,ka paani
اورمکہ,aur makkah
کامقدس,ka muqaddas
کو بہت,ko
نہاوند,nihawind
اکہ,ke
متبر ک,mutabarrak
ضرورمراد,zaroor muraad
یہ ہیں,hain
1998,1998
ضلعے,zile
دالبندین,dilbandeen
چیچیسٹر,chichester
وقاراعوان نے,waqar awan
1993ء,1993
بی-اے,b.a
ایم-اے,m.a
لمس,lamas
ہیں تمہیں,hain
بغیرمشقت,baghair mashqqat
وسورج,wa suraj
نظربند,nazar band
پلیٹ فارموں,platform's
کوتوبلا,ko to bula
کوبلخ,ko balkh
قسری,qasri
جوحکومت,jo hukumat
ترمذ,tramuz
کواپنا,ko apna
بنالیا,bana liya
زرعہ,zaraa
طخارستان,takharistan
کومجتمع,ko mujtama
کومعہ,ko ma
پھریرے,pherire
دُعاۃ,duath
بنوعباس,banu abbas
نبطی,nabti
کوامیرلشکر,ko ameer lashkar
ماشونالینڈ,mashonaland
جنگ جو,jungju
آسہ,aasa
سے ستور,satur
مورش,morish
عبد الوہاب,abdul wahab
شرف بیعت,sharf-e-bait
شاذلیہ,shaazlia
نکھری,nikhri
عبد النعیم,abdul nayeem
اینورنس,anorans
1468ء,1468
قویونلو,qavivanalo
ڈیجریٹیا,digretia
میسوپوٹیمیا,mesopotamia
پمپا,pampa
بصیرِ,baseer
تیانانمین,tiananmen
سکوائیر,square
بد قسمتی,badqismati
آلۂ,aala
سهولیات,sahuliyaat
جاگیردارانه,jageerdarana
رویه,rawaiyah
مختل,mukhtal
76 فی صد,feesad
سچیتا,sucheta
گارینہ,garina
میکونگ,mekong
ہرہما پُترا,brahmaputra
16 نومبر,november
سائیلکلک,cyclic
اوکسیٹوسن,oxytocin
پہچاننے ،اس,"pehchanne, is"
ک1955,1955
نمائے سینا,numa-e-sina
نکھاد,nikhad
حالتِ,haalat
عصب,asab
nerve,nerve
ناکارگی,nakaargi
لمف,lymph
سفرکرتے,safar karte
خرامی,kharami
ماہیانہ,mahiyaana
زیادہ پیروی,zyada
ڈوان,dwan
وُو,woo
اٹھائیسواں,athayiswan
چوبیسواں,chaubiswan
خان19,khan 19
1873ء میں,1873
جنگِ عظیم,jung-e-azeem
ملائشیائی,mlysiayi
غوث الاعظم,gausul azam
32ھ، ہجری,32h
یگیہ,yagya
ڈائنامکس,dynamics
کے سی,kc
امپالا,ampala
محاضر,muhazir
قیدی بنا,qaidi
صحرائے کالاہاری,sahra-e-kalahari
كيا,kiya
ان فنکشن‌ات,fictionaat
شناختیں,shanakhaein
امام الدین,imamuddin
مظفر پور,muzaffarpur
1992عنوان,1992 unwaan
شاعرِ,shaayer
1540ء,1540
قتلِ عام,qatal-e-aam
کنسلتاالفورٹی,kansaltal forti
مسجد النور,masjidul noor
پنجگانہ,punjgana
جمعہ،ماہ رمضان,"juma, maah-e-ramzan"
فٹ بال) مخالف,mukhalif
ملیں گے,mileinge
جائے گا,jaayega
ہوں گے,honge
کرتم,kar tum
چھینٹا,chhinta
چلیں گے,chalenge
چنگاریوں,chingariyon
روندیں گے,raundeinge
آؤ گے,aaoge
بڑھائے گا,badhayega
آجائے,aa jaaye
گندگیوں,gandgiyon
1412 ہجری,1412h
انتفاضۂ شعبانیہ,intefaza-e-shaabania
لانیہیا,lanihiya
خود نوشت,khudnawisht
آئسا ڈورا,isadora
باکی,baaki
قاساہدیر,qaasahadeer
تمیمی,tamimi
عافیت عطا,aafiyat
نظام امتحان,nazaam-e-imtehaan
1955,1955
لالئ,lalayi
تاق,taaq
کنس,kans
میٹروون,metro one
99,99
شیدور,shidor
ست سنگ,satsang
چوگنی,chaugni
ریاض الااسلام,reyazul islam
و الے,waale
شعبۂ تاریخ,shoba-e-tareekh
ایمرٹس تھے,emeritus
آپ ؒ,aap
ذوق مطالعہ,zauq-e-mutala
175,175
انطوکس,antukas
متحدہ قومی,muttahda
ایم کیو ایم,mqm
اکسیجن,oxygen
جانورں,jaanwaron
1780ء,1780ad
ٹایمز,times
شمس الرحمٰن,shamsul rahman
حالاتِ حاضرہ,halaat-e-hazira
بین المذاہب,bainul mazahib
استقلابی,istaqlabi
امراضیات جگر,imraziyaat-e-jigar
گیتاولی,geetawali
کوتاولی,kotawali
سئی,sai
دوہاولی,dohawali
1826ء,1826
لڑکیا ں,ladkiyan
دیااور,diya aur
tube,tube
باردار,baardaar
اسراع,israa
جسے بعض,baaz
نومسلمین,nau muslemeen
6000,6000
مسلہ,maslaa
الہداۃ,al hadaath
اسینٹیاگو,santiago
جمعہ ادا,juma
شوجی,shiv ji
پشتواور,pushto aur
وہاں وہ,wahan
شیانگ,shiang
3449,3449
3451,3451
آخر ی,aakhiri
حب الوطنی,hubbul watni
آئی ایم ایف,imf
گگروی,gagorvi
نکوپولس,nicopols
1396ء,1396
جا کر,jaakar
کشف الیقین,kashaful yaqeen
1620ء,1620
سنہ 1902ء,1902
ہفتہ وار,haftawaar
ڈائی ویلٹ,dywelt
پنجشیر,punjsheer
راما نند,ramanand
جلیل القدر,jaleel-ul-qadar
کاشفی,kaashfi
910ھ,910h
کووینٹری,coventry
ُمریدسمجھتا,mureed samajhta
آموص,aamoos
براڈ کاسٹنگ,broadcasting
خبررساں,khabar rasaan
آمزش,aamezish
خاتمۂ کلام,khaatma-e-kalaam
چھاجاتی,chha jaati
شانگ,shaang
دریائے ییلو,dariya-e-yello
جبل پور,jabalpur
ترید,tareed
سیرت المسیح,seeratul maseeh
وکلف,wa kalf
کنایتاً,kanayatan
الیمانی,alimani
صنعانی,sanani
1903ءمیں,1903 mein
اردوئے معلی,urud-e'mualla
ٹومے,tome
کرسٹلز,crystals
کاؤنٹیاں,countiyan
بیما,beema
عالمانہ،ادبیانہ,"aalmana, adeebana"
نکتۂ نظر,nukta-e-nazar
پرومن,proman
23 ستمبر,september
پیشین,peshen
ووسٹر,wooster
شاع رہے,shaayer hai
1330ء,1330
سنہ 1899ء,1899
زیورخ,zurich
پولا,paula
ونکلر,winkler
بویریائی,boyeryayi
کاتھولک,catholic
222,222
دار الاشاعت,daarul ashaat
لیبرے ڈار,labradar
یوکون,yukon
کرسخت,kar sakht
توغطیف,to ghateef
مگرہمدان,magar humdaan
کوچھوڑ,ko chhod
کراصفہان,kar isfahan
نصردوروز,nasar do roz
تیسے ر,teesre
12/ربیع الاوّل,12 rabbil awwal
کوفوت,ko faut
ہمراہی,humrahi
ہنشلی,hanshali
شبیب,shabib
کررے,kar rey
توحبیب,to habib
بلامقابلہ,bila muqabla
کرچل,kar chal
کرنہایت,kar nihayat
موز تاغ,muztagh
7273,7273
رات“منظر عام,"raat"" manzar-e-aam"
یوہا,yoha
الشہادتین،دس,"al shahadatein, dus"
علاؤ الدین,allauddin
الحصکفی,al hiskafi
صاحب الدر,sahab-al-dar
گیا سیں,gayaseen
کیاِ,kiya
فتح پور,fatehpur
ويقال,weeqal
ذي الخويصرة,zil khawaisarath
آئیووا,ayova
زبلون,zabaanon
کرداگاپ,kirdagap
بالمعروف,bil maroof
عن,an
آسانیاں,aasaniyan
شو روم,showroom
جوبرگ,juberg
سانچہ:قرآن-سورہ,saancha : quran : surrah
55۔۔۔* فَمِنْهُم مَّنْ آمَنَ بِهِ وَمِنْهُم مَّن صَدَّ عَنْهُ وَكَفَى,55
بِجَهَنَّمَ سَعِيرًا,-
شمشان,shamshan
ابارشن,abortion
چھانگا,chhanga
سُلائے,sulaaye
کتُب,kutub
ان ہی,inhi
الجماعۃ,al jamata
تجزبہ,tajziya
PB2,pb2
نیکلیوٹائیڈ,nucleotide
آئی لینڈ,iland
دوسری بڑی,doosri
عبّاس,abbas
عبّاسی,abbasi
شعور ی,shauoori
پیسے(کاغذی,paise (kaaghzi
کرنسی)کم,currency) kam
پڑجاتی ہے,pad jaati
معصومہ(س,maooma(s
کیرمیکس,caracas
حاسیہ,haasiya
حاسہ,haasa
sense,sense
امانیل,amanil
بومن,boman
سارجہ,sarja
سرتھکمار,sarath kumar
182ء,182
1881ء,1881
برلینگم,burlingame
چمکا,chamka
اُفق,afaq
ضیاءفگن,ziya fagan
چاسر,chassar
بالیاں,baaliyan
80,80
فی صد,feesad
معاملتیں,muamlatein
ایٹز کیش,itzcash
1851ء,1851
1862ء,1862
2117,2117
2119,2119
اسکولی,schooli
1292ھ,1292h
شرمی,sharmi
حالی(1837ء 1914ء,hali (1837-1914
1864ء,1864
میں98,mein 98
ریتھن,urethane
دوسی آئی پی,do cip
CIP,cip
10.2,10.2
انہیں پی,inhe
معین الدین,moinuddin
153,153
وعلی آلہ وسلم,wasallam
13245,13245
یومجاگین,yumjaagiin
تسدنبال,tsedenbal
ایم - اے,ma
اورپھر,aur phir
سکالر شپ,scholarship
جمال الدین,jamaaluddin
ف1332ھ,f. 1332h
بیئیات,baiyat
علم البيئة,ilm-ul-baiyat
Ecology,ecology
تفاعل,tafaaul
چومے,choome
برطانیا,bartania
ٹرانسسٹر,transistor
میموری,memory
راوین,raawain
یولی,yuli
چیرنیوتسی,chairneotsi
سویت,soviet
الدسوقی,aldsauqi
جادوگرنیوں,jadugarniyon
جانن,jaanan
49,49
طبعیہ,tabiyaa
اَسیڈے,aaseede
سیڈے,seede
روسن,roshan
اُنہں,inhe
1966ء,1966
1/8,1/8
2/8,2/8
365,365
انوار القرآن,anwarul quran
الکوثر,al kausar
اسے تین,ise
مصباح القرآن,misbahul quran
حاضرکی,hazir ki
العظمیٰ,azmi
مکارم,mukarim
ہے،حضرت,hai. hazrat
حسین نجفی,hussain
طبقہ فکر,tabqa-e-fikr
بتدائی,ibtedayi
پایہ,paaya
مناہج,minhaaj
ے ہ,yeh
لا محدود,lamahdood
اورگزشتہ,aur guzashta
میتھائل,methyl
موتیں,mautein
نومینٹم,nomentum
1958ء,1958
داهومی,dahomi
حافظ الباری,hafizul bari
دلآویز,dil aawez
کتابچے,kitaabche
محبان وطن,muhabban-e-watan
حمدویہ,hamdwia
بغدادمیں,baghdad mein
ہیثم,hisham
حاباذی,habazi
منتقی,mantaqi
منتقٰی,mantaqi
زیوئر,xavier
بھر مار,bharmaar
تفریقی,tafreeqi
لیۓ,liye
واشنگٹنسے,washington se
مبارکپور,mubarakpur
حلبیہ,halbiya
ایلچي,elchi
اناالحق,innal-haq
کہدیا,kahlaya
164ملین,164 million
انڈیا مسلم,india
جائیں گے,jaayenge
طرقبہ,tarqaba
شاندیز,shandiz
ریکاڈ,record
راسخ الاعتقادی,rasikh-ul-aetqaadi
دیتوں,deton
ونووں,wanon
کھرے,khare
میں مٹی,mitti
الانعام,al an'am
ڈرنک واٹر,drinkwater
بیتھون,bethune
ضلالت,zalalat
بہیمیت,bahimiyat
خاصیتیں,khaasiyatein
طلابانی,talabani
اینوائرونمنٹ,environment
ایکولوجی,ecology
دیوار چین,deewar
2840,2840
2842,2842
73,73
گلسن,gulshan
کھادا,khaada
وادے,waade
کرتاہے,karta hai
جلاء,jala
دلداہ,dildada
دھیما,dheema
ہدایات دینا,hidayaat
اگلے ،پچھلے,"agle, pichhle"
میووو دو,mevado
ہڑتال بیک,hartaal
پروڈیوٹر,producer
مساکازو,masakadzu
اسکوئر,square
گدلے,gadle
مگر مچھ,magarmach
کسی ایک,kisi
مگر مچھوں,magarmachon
بنات النعش,banatul naash
گنگوہ,gangoh
1819ء,1819
گرینیڈا,granada
برابرشمار,barabar shumaar
محمیہ,mohamiya
دارالفرح,daraul farah
قل,qul
چالیسویں,chaliswan
زنگلان,zanglan
زہر قاتل,zeher-e-qatil
کمٹ,kumut
آئیڈیالوجی,ideology
آخر12/ربیع الاوّل,aakhir 12 rabbil awwal
30/اکٹوبر,30 october
سنہ729ء,san 729ad
کولوگوں,ko logon
ہمارہ,humrah
دارالامارۃ,darul imarath
زیں,zeen
نماز جمعہ,namaz-e-juma
پھرمنبر,phir mimbar
پرچڑھ,per chadh
کرتمام,kar tamaam
وفصیح,wa fasseh
کومستحقِ,ko mustahaq
کرتقریر,kar taqreer
بنواُزیہ,banu uzaiah
امیرالمؤمنین,ameerul maumneen
اعضاشکنی,aaza shikni
قصرِامارت,qasar imarat
ابوجعفر,abu jaffer
بیعتِ,bait
پھروہاں,phir wahan
توکرلی,to kar li
مگروہ,magar woh
خَافت,khilafat
پررضامند,per raazi
کوابوعون,ko abu aun
کوحسن,ko hassan
جوواسطہ,jo raasta
کومحصور,ko mahsoor
یمیمی,yamimi
کوحمیدبن,ko hameed bin
پرمدائن,per madayen
کومتعین,ko mutaiyan
ومامور,wa mamoor
کوجلد,ko jald
ازجلد,az jald
بطخوں,battakhon
موجودتھی,maujood thi
ونشان,wa nishan
جلدغب,jaldghab
فرمانبرداری,farmabardari
کلنڈر,calander
کیاجاتاہے,kiya jaata hai
ہوجاتاہے,ho jaata hai
خوشگوار,khushgawaar
مُرغی,murghi
ایذرا,ezra
MTQ,mtq
500,500
اكساڈو,oxaydo
یا (لیڈ,lade
مینگنیج، بیریم,magneez
پوٹے شيم,potassium
نائٹریٹ,nitrate
كلوریٹ,chlorate
پرمیگنیٹ,permanganate
ڈائ كرومیٹ,dichromate
صد رکی,sadar ki
ششی,shashi
پران اس,pran
تر تیب,tarteeb
لتھووینیا,lithuania
پیداہوتا,paida hota
چھوڑ ی,chhodi
هيرودوت,herodotus
آزادیٔ,azadi
سنگ میل,sangmeel
مائیو,mayo
سڑسٹھ,sarsath
امن ،بھائی,"aman, bhai"
اورباہمی,aur baahmi
ڈائر یکٹر,director
طباطبا,tabataba
ڈھکو,dhaku
کیا،انہوں,"kiya, unho"
ایم 7,m7
موٹروے,motor way
کلو میٹر,kilometre
میل 170,170 mile
آنگنوں,aanganon
پور ے,poore
پتنگے,patange
سامنت,samanta
جبایکس,jabayaks
ٹکراتا,takraata
انداز ِ نظر,andaz-e-nazar
لاہور،التحریر ،1979ء,"lahore, al tehreer, 1979"
گنج وادی,ganjwadi
یحزی,yakhri
1853ء/1270ھ,1853ad/1270h
عُلیا,alaiya
نامیہ,naamiya
ماپتے,maapte
الصلا ۃ,salath
الصلاۃ,salath
دوبیٹیاں,do betiyan
فورکس,forks
اینٹی بایوٹک,antibiotic
ایمپيسلين,ampesileen
سپلیمنٹس,suppliments
انسدادی,insedadi
مفرج,mufarrij
الاندلسی,al andalusi
کیااسے,"kiya, ise"
حبيب الرحمن,habeeb-ul-rahman
درجہ حرارت,darja-e-hararat
بیڈمنٹن کورٹ,badminton
پلیئر,player
1536,1536
سکاٹش النسل,scottish-ul-nasal
ڈیرہ دون,dehradoon
یکرمزی,yakarmzi
را ہ,raah
1375ء,1375
ؑلامہ,lama
برستی,barasti
نظامِ شمسی,nazaam-e-shamsi
لون,lone
موڈی,moody
ادال,adaal
نا جائز,naajayaz
1265,1265
1267,1267
انفلیٹون,influeton
جبل الطارق,jabal-al-taariq
شیدیوں,sheediyon
مختبر,mukhtasar
انفرج,infarj
مُکّے بازی,mukkebazi
مُکّا بازی,mukkabazi
باکسنگ (boxing,boxing
مبارزی,mubbarzi
گھونسوں,ghoonson
15جولائی,15 july
1099ء,1099
ریاست ہائے,riyasathaye
غزوہ بدر,ghazwa-e-badar
ز رہیں,zarhein
بدیع الزمان,badi-uz-zaman
صاحب علم,sahab-e-ilm
تھوتھا,thotha
کردیتا,kar deta
ھانی,haani
لاشریک,laashareek
آہٹیں,aahatein
آہٹوں,aahaton
مدگار,madadgaar
سیتاناتھ,sita nath
سنہ 1879ء,1879
باروک,barok
ڈیئر,dear
نالپسندیدگی,napasanddeedgi
1860ء,1860
1870ء,1870
ہوتو,ho to
چھڑھاوا,chadhawa
3371,3371
3373,3373
سِرلیف,sirleaf
سربراہِ,sarbarah
روڈز,roads
وینکاٹا,venkata
راماداسو,ramadasu
کوسلیاما,kausaliyama
لگائیں گے,lagayenge
خود کشی,khudkushi
اولیاء،ابو الاسفارعلی,auliya abul asfaar ali
بلخی،صفحہ210،نورانی,"balkhi, safha 210, noorani"
بشام,bashaam
